country,month,debt_inf,debt_out,eq_inf,eq_out,fdi_inf,fdi_out,other_inf,other_out,port_inf,port_out
France,8/1/1996,,,,,,,,,,
France,9/1/1996,,,,,,,,,,
France,10/1/1996,,,,,,,,,,
France,11/1/1996,,,,,,,,,,
France,12/1/1996,,,,,,,,,,
France,1/1/1997,,,,,,,,,,
France,2/1/1997,,,,,,,,,,
France,3/1/1997,,,,,,,,,,
France,4/1/1997,,,,,,,,,,
France,5/1/1997,,,,,,,,,,
France,6/1/1997,,,,,,,,,,
France,7/1/1997,,,,,,,,,,
France,8/1/1997,,,,,,,,,,
France,9/1/1997,,,,,,,,,,
France,10/1/1997,,,,,,,,,,
France,11/1/1997,,,,,,,,,,
France,12/1/1997,,,,,,,,,,
France,1/1/1998,,,,,,,,,,
France,2/1/1998,,,,,,,,,,
France,3/1/1998,,,,,,,,,,
France,4/1/1998,,,,,,,,,,
France,5/1/1998,,,,,,,,,,
France,6/1/1998,,,,,,,,,,
France,7/1/1998,,,,,,,,,,
France,8/1/1998,,,,,,,,,,
France,9/1/1998,,,,,,,,,,
France,10/1/1998,,,,,,,,,,
France,11/1/1998,,,,,,,,,,
France,12/1/1998,,,,,,,,,,
France,1/1/1999,,,,,,,,,,
France,2/1/1999,,,,,,,,,,
France,3/1/1999,,,,,,,,,,
France,4/1/1999,,,,,,,,,,
France,5/1/1999,,,,,,,,,,
France,6/1/1999,,,,,,,,,,
France,7/1/1999,,,,,,,,,,
France,8/1/1999,,,,,,,,,,
France,9/1/1999,,,,,,,,,,
France,10/1/1999,,,,,,,,,,
France,11/1/1999,,,,,,,,,,
France,12/1/1999,,,,,,,,,,
France,1/1/2000,,,,,,,,,,
France,2/1/2000,,,,,,,,,,
France,3/1/2000,,,,,,,,,,
France,4/1/2000,,,,,,,,,,
France,5/1/2000,,,,,,,,,,
France,6/1/2000,,,,,,,,,,
France,7/1/2000,,,,,,,,,,
France,8/1/2000,,,,,,,,,,
France,9/1/2000,,,,,,,,,,
France,10/1/2000,,,,,,,,,,
France,11/1/2000,,,,,,,,,,
France,12/1/2000,,,,,,,,,,
France,1/1/2001,,,,,,,,,,
France,2/1/2001,,,,,,,,,,
France,3/1/2001,,,,,,,,,,
France,4/1/2001,,,,,,,,,,
France,5/1/2001,,,,,,,,,,
France,6/1/2001,,,,,,,,,,
France,7/1/2001,,,,,,,,,,
France,8/1/2001,,,,,,,,,,
France,9/1/2001,,,,,,,,,,
France,10/1/2001,,,,,,,,,,
France,11/1/2001,,,,,,,,,,
France,12/1/2001,,,,,,,,,,
France,1/1/2002,,,,,,,,,,
France,2/1/2002,,,,,,,,,,
France,3/1/2002,,,,,,,,,,
France,4/1/2002,,,,,,,,,,
France,5/1/2002,,,,,,,,,,
France,6/1/2002,,,,,,,,,,
France,7/1/2002,,,,,,,,,,
France,8/1/2002,,,,,,,,,,
France,9/1/2002,,,,,,,,,,
France,10/1/2002,,,,,,,,,,
France,11/1/2002,,,,,,,,,,
France,12/1/2002,,,,,,,,,,
France,1/1/2003,,,,,,,,,,
France,2/1/2003,,,,,,,,,,
France,3/1/2003,,,,,,,,,,
France,4/1/2003,,,,,,,,,,
France,5/1/2003,,,,,,,,,,
France,6/1/2003,,,,,,,,,,
France,7/1/2003,,,,,,,,,,
France,8/1/2003,,,,,,,,,,
France,9/1/2003,,,,,,,,,,
France,10/1/2003,,,,,,,,,,
France,11/1/2003,,,,,,,,,,
France,12/1/2003,,,,,,,,,,
France,1/1/2004,,,,,,,,,,
France,2/1/2004,,,,,,,,,,
France,3/1/2004,,,,,,,,,,
France,4/1/2004,,,,,,,,,,
France,5/1/2004,,,,,,,,,,
France,6/1/2004,,,,,,,,,,
France,7/1/2004,,,,,,,,,,
France,8/1/2004,,,,,,,,,,
France,9/1/2004,,,,,,,,,,
France,10/1/2004,,,,,,,,,,
France,11/1/2004,,,,,,,,,,
France,12/1/2004,,,,,,,,,,
France,1/1/2005,,,,,,,,,,
France,2/1/2005,,,,,,,,,,
France,3/1/2005,,,,,,,,,,
France,4/1/2005,,,,,,,,,,
France,5/1/2005,,,,,,,,,,
France,6/1/2005,,,,,,,,,,
France,7/1/2005,,,,,,,,,,
France,8/1/2005,,,,,,,,,,
France,9/1/2005,,,,,,,,,,
France,10/1/2005,,,,,,,,,,
France,11/1/2005,,,,,,,,,,
France,12/1/2005,,,,,,,,,,
France,1/1/2006,,,,,,,,,,
France,2/1/2006,,,,,,,,,,
France,3/1/2006,,,,,,,,,,
France,4/1/2006,,,,,,,,,,
France,5/1/2006,,,,,,,,,,
France,6/1/2006,,,,,,,,,,
France,7/1/2006,,,,,,,,,,
France,8/1/2006,,,,,,,,,,
France,9/1/2006,,,,,,,,,,
France,10/1/2006,,,,,,,,,,
France,11/1/2006,,,,,,,,,,
France,12/1/2006,,,,,,,,,,
France,1/1/2007,,,,,,,,,,
France,2/1/2007,,,,,,,,,,
France,3/1/2007,,,,,,,,,,
France,4/1/2007,,,,,,,,,,
France,5/1/2007,,,,,,,,,,
France,6/1/2007,,,,,,,,,,
France,7/1/2007,,,,,,,,,,
France,8/1/2007,,,,,,,,,,
France,9/1/2007,,,,,,,,,,
France,10/1/2007,,,,,,,,,,
France,11/1/2007,,,,,,,,,,
France,12/1/2007,,,,,,,,,,
France,1/1/2008,-19.61456,40.30941,4.76713,1.85004,7.71954,14.45446,269.35983,219.75017,-14.84743,42.15945
France,2/1/2008,37.73078,13.35613,2.23585,21.58720,1.29048,6.38900,-23.28917,0.64155,39.96664,34.94334
France,3/1/2008,-10.73194,23.73230,10.72107,-10.38414,11.07042,24.74774,-37.13014,-87.89724,-0.01087,13.34816
France,4/1/2008,21.37973,41.63802,-6.62151,7.51456,1.02851,5.94581,56.96011,28.87382,14.75822,49.15259
France,5/1/2008,62.41624,29.23471,-11.19482,13.50970,-2.56846,8.79748,21.58689,-14.89738,51.22142,42.74441
France,6/1/2008,35.77757,40.85399,-4.82447,3.33762,20.97290,22.76924,-92.06456,-100.07734,30.95310,44.19161
France,7/1/2008,22.69733,30.71464,1.97279,4.65048,7.14841,21.78584,11.61754,-8.43048,24.67012,35.36513
France,8/1/2008,31.55163,22.90185,-13.82976,0.26956,5.49896,6.33908,-13.44789,-11.99827,17.72187,23.17141
France,9/1/2008,-1.55909,-70.83014,-6.62003,-8.05554,2.66554,11.91663,-49.09483,-8.98812,-8.17912,-78.88568
France,10/1/2008,2.62312,-39.81307,1.92504,6.86221,-0.72339,0.46894,54.26753,53.64939,4.54816,-32.95086
France,11/1/2008,-14.67508,7.34263,1.04149,9.60004,4.20670,5.14379,22.03808,-1.81688,-13.63359,16.94267
France,12/1/2008,36.81512,-35.41369,3.05033,5.90430,10.07093,8.06293,-161.78992,-123.52629,39.86546,-29.50940
France,1/1/2009,32.51285,74.16965,0.36936,-2.24925,2.98664,5.15779,61.23944,45.48145,32.88221,71.92040
France,2/1/2009,44.42044,3.66537,-0.10356,-11.74658,-0.77347,4.50916,-80.07441,-38.96904,44.31689,-8.08121
France,3/1/2009,25.21095,-36.50296,4.37560,-4.19552,-3.75574,6.12298,-137.19667,-91.88770,29.58655,-40.69847
France,4/1/2009,32.36900,22.19532,-2.77920,0.25853,0.88111,4.87250,26.23287,35.88289,29.58980,22.45385
France,5/1/2009,39.96579,20.33644,0.77398,8.48239,12.60346,12.71676,-64.75500,-45.35499,40.73977,28.81883
France,6/1/2009,72.92759,-3.70034,19.37214,-6.37048,5.40054,16.29132,-48.59363,14.88267,92.29972,-10.07082
France,7/1/2009,17.59695,29.45879,12.24644,19.37481,-0.25358,1.51443,13.56364,5.91965,29.84338,48.83360
France,8/1/2009,7.36514,27.64853,3.69399,9.09870,-1.36545,3.88232,34.69264,4.47730,11.05913,36.74723
France,9/1/2009,25.80905,-24.38492,6.24549,9.60777,-10.43778,4.74418,16.61629,18.78452,32.05454,-14.77715
France,10/1/2009,32.17076,27.96588,7.27187,11.34044,4.59011,6.32807,54.92276,42.49480,39.44263,39.30632
France,11/1/2009,37.96630,29.70070,11.56767,5.50792,0.17599,5.24542,42.36458,18.06889,49.53397,35.20861
France,12/1/2009,0.19290,-106.49800,4.62374,4.45568,8.30344,17.55384,-135.51328,-19.40685,4.81664,-102.04232
France,1/1/2010,21.14982,34.25875,-3.73644,3.94909,3.65794,2.15794,103.69680,93.61213,17.41339,38.20784
France,2/1/2010,23.27253,0.07390,-2.61671,1.58617,-2.79462,8.02393,9.31996,32.54459,20.65583,1.66008
France,3/1/2010,44.83039,0.46133,-1.65400,1.82361,6.04749,14.57666,-30.34599,-14.29172,43.17639,2.28494
France,4/1/2010,13.79983,22.00814,3.20664,1.35264,3.61954,10.00199,97.44335,95.00083,17.00647,23.36077
France,5/1/2010,30.59030,-33.97288,0.99015,-4.12394,0.53528,3.97064,14.50165,63.20487,31.58044,-38.09682
France,6/1/2010,33.63320,-16.49490,1.24160,-10.76423,-7.37027,3.73946,-215.72053,-145.74996,34.87480,-27.25914
France,7/1/2010,-12.36775,32.89169,-3.05586,-0.43290,6.78598,7.12438,96.96006,63.06081,-15.42361,32.45879
France,8/1/2010,-24.48347,24.84837,-4.24476,2.97469,2.48987,8.49598,88.40121,23.82329,-28.72823,27.82306
France,9/1/2010,5.17192,-53.06247,-4.47022,8.63206,6.33096,6.51913,-57.96391,-12.00335,0.70170,-44.43041
France,10/1/2010,5.37011,31.47576,4.94762,2.92271,6.10392,-8.77647,71.05533,48.57285,10.31773,34.39847
France,11/1/2010,9.19382,-26.62383,2.63793,11.55580,4.68434,9.21568,27.64430,36.48157,11.83175,-15.06803
France,12/1/2010,-29.59591,-67.28650,1.84950,-0.37545,9.21707,7.18250,-37.67737,-8.27977,-27.74641,-67.66195
France,1/1/2011,-5.60572,57.17404,5.08068,-9.98769,2.80152,-4.15887,83.66493,66.91725,-0.52504,47.18636
France,2/1/2011,13.12893,33.42901,5.52237,-5.03783,3.35491,-1.39902,25.35702,4.78123,18.65129,28.39118
France,3/1/2011,41.51034,-27.67916,5.82225,-17.38977,-0.50677,-0.68036,-92.48272,-24.60354,47.33259,-45.06893
France,4/1/2011,31.26503,18.85231,0.36393,22.16237,3.56423,13.37021,86.23915,76.07935,31.62896,41.01468
France,5/1/2011,38.38548,31.77363,1.91124,7.01362,4.54995,3.06774,91.16839,86.27837,40.29672,38.78724
France,6/1/2011,34.90484,-65.44712,1.99279,-6.46040,5.02587,11.86324,-149.36752,-67.12193,36.89764,-71.90752
France,7/1/2011,-18.62774,-25.07377,6.94100,7.49731,-5.80985,-3.13672,25.91536,52.39702,-11.68673,-17.57646
France,8/1/2011,-0.09036,-20.02457,-14.83232,-12.19030,2.98339,2.96044,42.90774,32.21631,-14.92269,-32.21487
France,9/1/2011,-2.84488,-54.79634,0.38831,-1.31917,2.25966,15.69229,-65.76965,-20.55586,-2.45657,-56.11550
France,10/1/2011,-15.24829,-49.54975,-0.23301,-14.45058,4.01595,7.16704,-0.73877,34.80723,-15.48130,-64.00034
France,11/1/2011,-3.25880,-11.56710,-6.17735,-8.11988,4.08299,1.85307,-118.36728,-91.29784,-9.43614,-19.68699
France,12/1/2011,-15.69493,-64.01724,1.33108,-15.46825,15.67121,16.02309,-95.82092,-53.42655,-14.36385,-79.48548
France,1/1/2012,-2.46612,13.16812,-6.81377,4.03922,5.52844,8.39332,30.56258,14.47151,-9.27988,17.20734
France,2/1/2012,19.33892,-16.82106,-1.21926,1.83947,5.45494,4.62976,20.60579,33.34854,18.11966,-14.98158
France,3/1/2012,20.99355,-8.00113,8.88955,2.30753,10.15421,2.71941,-51.79016,-14.56334,29.88310,-5.69359
France,4/1/2012,-5.32261,-5.55820,-18.04343,2.87321,5.33577,3.08774,18.64097,3.99854,-23.36604,-2.68499
France,5/1/2012,20.64770,47.79727,-2.04623,4.35079,4.99023,2.04111,61.26272,27.63172,18.60147,52.14806
France,6/1/2012,1.83510,-57.88774,22.74524,-13.40564,4.24516,12.90959,-118.30455,-36.96508,24.58034,-71.29338
France,7/1/2012,-16.03028,-29.64097,-10.32107,1.01748,-1.12685,4.30587,10.11831,-9.63906,-26.35135,-28.62349
France,8/1/2012,-6.91794,18.41394,9.84805,3.91095,-0.94488,-1.80791,-30.82630,-51.26763,2.93011,22.32489
France,9/1/2012,-22.86900,-1.06317,5.91748,12.55102,-1.85508,3.98141,1.66738,-22.50262,-16.95153,11.48785
France,10/1/2012,-5.43618,4.64735,5.66841,-0.53324,-5.04565,6.37680,54.17884,19.78561,0.23224,4.11411
France,11/1/2012,0.57083,45.74240,7.01805,1.27508,2.31412,2.54246,51.59056,24.20080,7.58889,47.01748
France,12/1/2012,-12.82812,-87.64264,14.94690,33.41897,3.95418,2.59895,-105.56632,-48.40260,2.11878,-54.22367
France,1/1/2013,15.16831,25.56222,-2.27757,1.85634,4.11265,9.96604,113.98888,82.55334,12.89074,27.41856
France,2/1/2013,10.11013,41.33557,8.17574,10.42139,3.55217,7.38622,81.68925,53.83964,18.28587,51.75697
France,3/1/2013,28.52770,-15.14148,0.44206,10.22828,4.87561,11.14870,-89.46829,-51.32289,28.96976,-4.91320
France,4/1/2013,32.72783,26.15230,-14.99683,-0.65000,0.93527,-1.29869,110.53343,97.98287,17.73099,25.50230
France,5/1/2013,9.73913,29.76005,11.74356,20.75960,0.77373,-0.92173,-7.01420,-27.61931,21.48270,50.51965
France,6/1/2013,-10.41911,-32.15945,10.36768,-16.65212,0.79924,2.45047,-122.81628,-59.67382,-0.05144,-48.81156
France,7/1/2013,25.74431,-8.79116,-2.86978,-0.66185,5.62576,-1.21253,21.04070,40.54448,22.87453,-9.45301
France,8/1/2013,18.04901,-1.95117,6.33532,3.26881,2.67787,0.77861,-24.40696,3.97289,24.38434,1.31764
France,9/1/2013,-13.03022,2.21442,9.67456,20.60916,3.57190,4.36743,-39.01191,-77.21894,-3.35566,22.82357
France,10/1/2013,-9.92216,22.88219,2.92470,1.07716,1.03626,-9.51175,40.64718,19.42300,-6.99746,23.95935
France,11/1/2013,13.40924,17.66625,6.81931,10.05086,1.87012,5.31890,-19.33398,-28.81949,20.22856,27.71712
France,12/1/2013,-19.56326,-86.77668,19.93874,2.96272,3.58897,3.89045,-216.94169,-102.88800,0.37548,-83.81396
France,1/1/2014,-12.45880,15.46394,-4.47232,-3.02283,2.97792,12.25737,124.15796,85.88872,-16.93113,12.44111
France,2/1/2014,55.95614,38.90077,2.37385,-12.75158,2.00643,10.32173,47.19285,41.11209,58.32999,26.14920
France,3/1/2014,71.24818,17.77576,4.24904,6.11785,2.15493,9.12425,-99.85388,-34.64753,75.49722,23.89361
France,4/1/2014,6.22391,-9.70881,-6.72531,-4.17414,0.78455,8.87315,133.83760,118.82756,-0.50139,-13.88294
France,5/1/2014,19.20989,28.61778,-3.21881,9.73059,1.65335,-4.69365,27.64829,1.03540,15.99108,38.34838
France,6/1/2014,17.05436,16.34891,22.88957,17.97184,2.42080,4.20684,-102.93781,-77.63288,39.94393,34.32076
France,7/1/2014,-18.06396,-34.97980,-5.12999,-8.76797,-10.21395,-1.98620,57.78247,87.31005,-23.19395,-43.74777
France,8/1/2014,6.90440,2.05867,0.82160,-0.64184,-1.62057,0.33823,-27.59229,-23.39506,7.72600,1.41683
France,9/1/2014,18.78051,-2.16743,-1.45140,14.46629,0.64765,9.07611,-5.29601,-17.64906,17.32911,12.29887
France,10/1/2014,-50.28797,16.05383,11.59809,-14.17573,2.03017,4.79663,8.73532,-12.86156,-38.68988,1.87810
France,11/1/2014,2.59172,-2.13524,-6.42942,6.26229,4.12705,2.90852,49.32007,56.66370,-3.83770,4.12705
France,12/1/2014,-4.18032,-7.60596,8.39640,-0.31322,-2.11236,6.07688,-80.57784,-79.90085,4.21608,-7.91918
France,1/1/2015,4.10698,59.08517,19.72721,17.01479,3.59913,22.57211,190.76297,123.03734,23.83419,76.09995
France,2/1/2015,16.00528,4.03480,1.87156,2.95545,0.70254,22.52906,86.34587,71.06924,17.87683,6.99025
France,3/1/2015,49.81106,-8.92375,2.96844,-3.20037,1.42407,17.18748,-96.92571,-61.84956,52.77950,-12.12411
France,4/1/2015,-17.65110,-8.97161,-2.37684,9.29930,2.93089,5.53409,117.05889,76.17300,-20.02794,0.32769
France,5/1/2015,-10.58761,39.09255,4.09077,-2.76509,6.43887,-1.26659,-14.23352,-39.28655,-6.49684,36.32746
France,6/1/2015,4.79590,-32.73927,15.04255,9.23409,5.03810,13.76760,-169.31641,-135.98845,19.83845,-23.50517
France,7/1/2015,-26.25023,-3.17338,-2.59830,10.45479,10.01276,0.02199,129.17952,94.79462,-28.84853,7.28141
France,8/1/2015,-2.58760,0.21164,-3.36956,-17.63646,-0.86773,-5.64081,2.93625,5.87473,-5.95716,-17.42482
France,9/1/2015,5.30986,27.93625,-4.66128,-15.52226,0.63961,-2.21057,-117.14575,-117.52840,0.64858,12.41399
France,10/1/2015,-27.52822,17.64134,12.05975,17.22002,4.25810,3.57388,133.91216,84.87661,-15.46847,34.86136
France,11/1/2015,-1.90135,4.68519,-26.54047,-0.77729,1.73601,-4.56387,-20.85683,-35.12282,-28.44181,3.90790
France,12/1/2015,-4.13442,-45.24907,3.08694,-12.31406,7.25073,8.10132,-166.37843,-118.92130,-1.04747,-57.56313
France,1/1/2016,-7.88845,37.57982,-11.77295,5.11272,16.80857,6.36810,162.14761,106.87959,-19.66140,42.69254
France,2/1/2016,5.71287,26.86934,-7.78614,-12.16453,9.29367,5.25029,89.97714,66.88938,-2.07327,14.70481
France,3/1/2016,46.73849,10.01190,-5.72965,-0.90351,5.64973,5.21906,-105.99963,-67.56924,41.00884,9.10839
France,4/1/2016,-11.87213,24.94508,8.49646,-3.21353,2.43339,4.65474,189.09573,157.33240,-3.37568,21.73156
France,5/1/2016,15.83326,-18.78659,-5.47344,6.16907,1.43990,10.72291,13.22040,22.69118,10.35983,-12.61752
France,6/1/2016,2.04928,2.74210,9.53671,-1.96731,1.10156,13.86434,-97.56912,-85.50141,11.58599,0.77479
France,7/1/2016,-30.49820,7.50888,6.14414,16.86732,1.98237,4.74950,153.52369,108.43497,-24.35406,24.37620
France,8/1/2016,32.23712,-36.88662,7.06900,18.75388,-2.00466,-0.47874,-58.08242,-17.41856,39.30612,-18.13275
France,9/1/2016,9.54822,23.94454,-2.55972,-15.05111,-2.58102,-0.94294,-50.20998,-51.14058,6.98850,8.89343
France,10/1/2016,-0.92950,6.10182,5.73465,15.66802,-0.40245,4.65299,177.64841,144.62429,4.80515,21.76983
France,11/1/2016,-9.84540,4.21051,2.82285,-7.44048,2.42760,0.79912,-20.29771,-8.37999,-7.02256,-3.22997
France,12/1/2016,-45.30600,-40.45311,5.28410,-3.54874,-0.69267,17.53917,-163.64373,-161.36330,-40.02190,-44.00184
France,1/1/2017,29.38069,5.53117,-5.01743,18.85119,9.49990,-4.27336,226.15380,218.63880,24.36326,24.38236
France,2/1/2017,-30.41137,12.15497,11.66647,15.25198,7.52861,5.79492,53.32181,21.07351,-18.74490,27.40695
France,3/1/2017,43.40873,-2.28973,-0.10685,11.00631,7.47715,3.28234,-102.12116,-78.27291,43.30188,8.71658
France,4/1/2017,-1.54085,9.34802,-11.87965,3.63927,4.25690,11.31456,162.25008,115.02208,-13.42049,12.98730
France,5/1/2017,-2.78981,31.16556,23.11902,17.45316,2.81856,5.51769,-26.94381,-49.36953,20.32921,48.61872
France,6/1/2017,16.22992,0.46041,11.08459,5.21720,0.53564,-10.05036,-145.86269,-106.28787,27.31451,5.67761
France,7/1/2017,-28.73756,-11.47546,1.93963,6.93892,-3.53968,5.20994,129.66493,100.06289,-26.79793,-4.53654
France,8/1/2017,-5.20795,8.59058,3.32714,-4.88445,-2.03076,-0.47935,-7.26115,-10.25415,-1.88081,3.70614
France,9/1/2017,-2.34121,-24.50946,-2.14343,-2.37577,-0.04647,6.52561,-54.69622,-47.45216,-4.48464,-26.88523
France,10/1/2017,-53.09887,-1.86565,18.47786,23.30952,8.48420,6.72083,199.37233,136.99574,-34.62101,21.44386
France,11/1/2017,22.49588,-11.25322,-9.96087,-10.44212,4.68346,5.44761,-0.81931,17.26542,12.53501,-21.69535
France,12/1/2017,9.84062,-24.09497,8.63333,-22.85927,4.01366,13.26011,-289.09114,-208.24746,18.47396,-46.95425
France,1/1/2018,29.18608,3.18529,-0.13785,34.92717,6.92200,14.81507,204.74909,164.44194,29.04823,38.11246
France,2/1/2018,-16.17438,18.55380,3.23883,-10.08321,13.48380,16.77572,87.01742,69.69345,-12.93555,8.47059
France,3/1/2018,40.89200,29.54518,0.54156,-13.63766,-4.47064,26.92127,-83.33960,-89.88641,41.43356,15.90752
France,4/1/2018,48.97507,-2.43562,-93.78602,8.12814,8.02870,2.55470,148.65249,94.45385,-44.81095,5.69252
France,5/1/2018,-48.99122,9.93645,34.51297,6.62312,6.69517,4.31737,132.19893,114.05181,-14.47825,16.55957
France,6/1/2018,1.79379,-10.35981,62.04559,-15.56015,5.61843,17.68327,-152.71933,-104.68536,63.83937,-25.91996
France,7/1/2018,-26.40157,12.42193,-6.55686,8.72573,1.85569,4.75960,109.26976,79.63124,-32.95843,21.14767
France,8/1/2018,19.64363,13.54693,-10.27165,-1.56835,-2.28669,-6.55403,33.64789,22.64058,9.37198,11.97858
France,9/1/2018,46.22791,-5.82469,-18.18990,-13.37136,0.62024,17.15111,-112.64170,-76.46358,28.03801,-19.19605
France,10/1/2018,-19.29778,-12.17079,8.73706,1.14266,25.24307,29.01558,120.02774,116.87997,-10.56072,-11.02812
France,11/1/2018,-15.97726,5.53225,-9.28559,-9.98351,6.98948,0.31259,31.83857,17.68229,-25.26285,-4.45126
France,12/1/2018,-3.73971,2.40662,6.23969,-15.84568,8.97873,12.15151,-272.44578,-231.64363,2.49997,-13.43906
France,1/1/2019,12.35484,40.74973,-8.02345,12.00664,8.37280,13.48963,284.96273,230.33977,4.33139,52.75637
France,2/1/2019,26.60369,5.26466,-11.03786,8.07067,5.93211,10.86532,84.66596,74.16274,15.56583,13.33533
France,3/1/2019,19.49678,18.76777,-5.58795,-20.37498,5.65124,11.09791,-44.74652,-27.02423,13.90883,-1.60721
France,4/1/2019,-8.46353,14.59062,14.35012,12.56099,5.98100,14.16244,171.23384,121.91928,5.88660,27.15161
France,5/1/2019,28.32386,12.01225,5.65381,5.36189,6.30811,1.15761,75.51835,92.33103,33.97766,17.37414
France,6/1/2019,40.22822,16.65325,-12.13928,2.91370,5.72011,6.51968,-118.47906,-93.95092,28.08894,19.56695
France,7/1/2019,13.22087,-0.52614,1.70407,-0.16154,3.56520,1.47746,175.98513,194.06020,14.92495,-0.68769
France,8/1/2019,-12.32341,-3.57486,3.31450,-19.70900,-3.27111,1.96044,-24.01263,-9.05898,-9.00891,-23.28386
France,9/1/2019,64.60830,37.31092,-5.70112,-17.14408,3.58727,11.11944,-65.24983,-44.84860,58.90718,20.16685
France,10/1/2019,-6.06455,19.76200,10.66462,11.40846,5.57271,10.92325,69.66877,45.56864,4.60008,31.17046
France,11/1/2019,-10.34148,-9.83535,-4.04465,12.20798,4.18278,3.11858,-18.58991,-18.30258,-14.38613,2.37264
France,12/1/2019,-7.31376,-73.70107,-0.51900,-9.28862,1.89151,-1.30138,-381.68033,-320.35298,-7.83276,-82.98969
France,1/1/2020,5.26379,71.98805,-4.28918,25.06572,-2.44763,6.31277,351.88585,248.49599,0.97461,97.05378
France,2/1/2020,11.63236,5.64770,-7.45030,-6.27910,-5.86253,8.74254,87.47228,79.77335,4.18207,-0.63140
France,3/1/2020,54.04586,12.41425,-20.20179,-62.58792,-3.32234,2.90968,58.65377,134.55098,33.84408,-50.17367
France,4/1/2020,-13.96514,0.93630,-11.69284,13.86739,0.85375,-1.81176,6.90165,-29.72685,-25.65798,14.80368
France,5/1/2020,54.84939,38.42139,-8.29086,3.94102,0.89831,-9.18263,-66.69643,-43.42643,46.55853,42.36241
France,6/1/2020,84.70430,-15.07440,13.77674,11.26359,0.44681,2.77426,-227.47102,-159.15341,98.48104,-3.81080
France,7/1/2020,-8.27771,22.76171,15.97653,-0.30263,3.40119,11.26622,156.11991,119.08628,7.69881,22.45907
France,8/1/2020,-17.58365,42.13524,5.73545,-13.17650,2.52293,-0.12538,5.59587,-33.19556,-11.84821,28.95874
France,9/1/2020,30.58597,-29.84069,2.45046,37.31472,3.28183,0.46344,-110.33686,-97.86167,33.03644,7.47403
France,10/1/2020,-7.57262,-9.94767,7.52081,11.59384,1.19165,4.02593,152.82535,156.94549,-0.05181,1.64617
France,11/1/2020,-12.25815,3.06838,2.39836,22.23513,6.18057,4.43093,3.71237,-43.18229,-9.85979,25.30351
France,12/1/2020,6.58139,-30.42554,13.50110,8.33261,12.42408,-1.26443,-158.65920,-95.00787,20.08249,-22.09293
France,1/1/2021,18.05546,70.32195,3.36402,27.31626,28.93254,10.87709,243.74805,173.65004,21.41948,97.63821
France,2/1/2021,-42.83020,50.24500,8.06930,22.70655,4.63108,11.72891,95.29879,-7.28536,-34.76089,72.95155
France,3/1/2021,65.65204,-0.51761,-4.11709,10.23679,6.54807,14.19204,-126.14225,-83.76126,61.53495,9.71918
France,4/1/2021,-10.78598,-4.70060,9.94385,16.16460,6.86522,7.89782,208.23270,176.25688,-0.84213,11.46400
France,5/1/2021,2.31501,32.60324,7.89726,18.56622,3.47130,7.76002,31.51497,-11.22160,10.21227,51.16946
France,6/1/2021,25.15914,-16.63462,-0.93004,17.04302,5.08267,12.78799,-215.92240,-181.86167,24.22911,0.40840
France,7/1/2021,10.03673,9.45982,9.68089,18.10039,5.65201,12.21549,150.31089,157.30941,19.71761,27.56021
France,8/1/2021,-8.57459,16.14034,4.32261,-6.14724,6.66403,2.61099,52.21626,-1.03945,-4.25198,9.99310
France,9/1/2021,22.62138,-11.31245,-1.81498,-4.42564,4.72461,-17.64606,-66.76949,-25.39917,20.80640,-15.73809
France,10/1/2021,-14.63759,19.08443,12.03422,-8.45284,13.09227,12.54004,207.64445,200.94227,-2.60337,10.63160
France,11/1/2021,3.87393,0.20888,3.76435,-11.38551,12.96522,10.24411,-62.84234,-52.64731,7.63828,-11.17664
France,12/1/2021,-11.16813,-72.07403,20.83061,-37.72071,-0.24981,32.81487,-288.86471,-203.75742,9.66247,-109.79474
France,1/1/2022,-7.55128,64.46086,-13.46536,31.54024,9.33897,11.42197,308.37502,211.78670,-21.01665,96.00110
France,2/1/2022,7.90871,-4.43128,-8.08337,-16.69755,6.32878,12.52599,117.52930,127.83455,-0.17467,-21.12883
France,3/1/2022,102.85758,27.21793,-16.18465,-27.71819,9.91266,13.42220,-53.81880,30.95336,86.67294,-0.50026
France,4/1/2022,-42.44084,26.15971,5.11510,-7.61531,10.19774,7.82411,84.44784,18.58876,-37.32573,18.54440
France,5/1/2022,-14.93367,33.47461,-3.86009,7.04211,8.92931,10.92653,82.05108,25.58728,-18.79376,40.51671
France,6/1/2022,36.36861,-7.91063,0.07607,-17.30153,5.05997,7.80286,-85.60005,-25.46363,36.44468,-25.21216
France,7/1/2022,-33.13741,26.47532,-2.60987,13.71810,13.17760,12.84475,106.53135,38.06400,-35.74728,40.19342
France,8/1/2022,27.27890,-7.14561,5.72459,-3.35656,6.63817,-0.63100,-43.60087,-1.80792,33.00349,-10.50217
France,9/1/2022,54.27068,-24.61780,0.85470,-12.89669,9.47296,3.14841,-131.58347,-41.50274,55.12538,-37.51449
France,10/1/2022,-20.43052,27.85577,10.55179,14.34351,13.37077,-1.94352,108.90478,78.16124,-9.87873,42.19929
France,11/1/2022,15.90174,-23.63838,-7.17455,-11.94365,6.99093,3.92647,-4.12029,35.64528,8.72719,-35.58203
France,12/1/2022,40.79339,-41.20953,9.10744,-2.19824,10.06255,7.59112,-325.37507,-227.50058,49.90082,-43.40777
